ParticipantUID,ParticipantID,Location,Method,Route,MethodOrder,Run,SourceFile,TeleportSourceRow,AppearSourceRow,ProgressBannerSourceRow,TeleportTimestamp,AppearTimestamp,ProgressBannerTimestamp,StartPos_x,StartPos_y,StartPos_z,TargetPos_x,TargetPos_y,TargetPos_z,LandingPos_x,LandingPos_y,LandingPos_z,LandingOffset_x,LandingOffset_y,LandingOffset_z,TargetDistance2D,TargetDistance3D,ActualDisplacement2D,ActualDisplacement3D,LandingError2D,LandingError3D,DistanceBand100m,DistanceBandBalanced
SITE1_P11,P11,SITE1,tsunami,C,2,5,P11_race_tsunami_C_5.csv,25,26,27,13:51:49.007,13:51:49.007,13:51:51.007,-1946.300000,-142.200000,-370.000000,-2025.000000,-148.600000,-798.000000,-2031.100000,-147.200000,-798.300000,-6.100000,1.400000,-0.300000,435.175470,435.222529,436.614166,436.642795,6.107373,6.265780,400-500,351-500
SITE1_P12,P12,SITE1,map,A,3,11,P12_race_map_A_11.csv,4,5,6,15:49:29.804,15:49:29.804,15:49:31.284,1364.600000,-136.900000,-2182.400000,1036.100000,-125.400000,-1926.600000,1033.500000,-123.800000,-1930.300000,-2.600000,1.600000,-3.700000,416.348280,416.507071,416.150958,416.357094,4.522168,4.796874,400-500,351-500
SITE1_P12,P12,SITE1,map,A,3,11,P12_race_map_A_11.csv,8,9,10,15:49:35.060,15:49:35.060,15:49:36.720,1033.600000,-123.900000,-1930.300000,660.800000,-122.800000,-2101.300000,656.100000,-121.100000,-2103.900000,-4.700000,1.700000,-2.600000,410.147339,410.148814,415.503562,415.512996,5.371220,5.633826,400-500,351-500
SITE1_P12,P12,SITE1,map,A,3,11,P12_race_map_A_11.csv,12,13,14,15:49:40.124,15:49:40.124,15:49:41.733,656.100000,-121.200000,-2103.800000,193.000000,-120.500000,-2075.600000,193.500000,-118.600000,-2080.500000,0.500000,1.900000,-4.900000,463.957811,463.958339,463.186410,463.193707,4.925444,5.279204,400-500,351-500
SITE1_P12,P12,SITE1,map,A,3,11,P12_race_map_A_11.csv,16,17,18,15:49:44.109,15:49:44.109,15:49:45.671,193.400000,-118.700000,-2080.500000,207.800000,-130.500000,-1742.200000,207.200000,-128.800000,-1746.400000,-0.600000,1.700000,-4.200000,338.606335,338.811880,334.384883,334.537382,4.242641,4.570558,300-400,200-350
SITE1_P12,P12,SITE1,map,A,3,11,P12_race_map_A_11.csv,20,21,22,15:49:48.909,15:49:48.909,15:49:50.506,207.200000,-128.800000,-1746.400000,-221.000000,-110.700000,-1770.000000,-223.500000,-109.000000,-1770.100000,-2.500000,1.700000,-0.100000,428.849857,429.231651,431.351574,431.805767,2.501999,3.024897,400-500,351-500
SITE1_P12,P12,SITE1,map,B,3,9,P12_race_map_B_9.csv,4,5,6,15:46:50.225,15:46:50.225,15:46:53.311,-1587.400000,-148.200000,1834.200000,-1824.000000,-155.900000,2254.000000,-1822.700000,-154.400000,2257.000000,1.300000,1.500000,3.000000,481.883388,481.944903,483.865612,483.905332,3.269557,3.597221,400-500,351-500
SITE1_P12,P12,SITE1,map,B,3,9,P12_race_map_B_9.csv,16,17,18,15:47:08.488,15:47:08.488,15:47:12.615,-2183.400000,-155.200000,1964.500000,-2489.500000,-157.100000,2081.700000,-2486.600000,-155.500000,2076.600000,2.900000,1.600000,-5.100000,327.769813,327.775319,323.259416,323.259555,5.866856,6.081118,300-400,200-350
SITE1_P12,P12,SITE1,map,B,3,9,P12_race_map_B_9.csv,29,30,31,15:47:27.466,15:47:27.466,15:47:30.222,-2823.700000,-153.800000,2280.600000,-2630.000000,-156.100000,2448.000000,-2631.400000,-154.500000,2448.500000,-1.400000,1.600000,0.500000,256.012597,256.022929,255.283568,255.284528,1.486607,2.184033,200-300,200-350
SITE1_P12,P12,SITE1,map,B,3,9,P12_race_map_B_9.csv,33,34,35,15:47:32.843,15:47:32.843,15:47:35.597,-2631.300000,-154.600000,2448.600000,-2978.700000,-155.900000,2306.500000,-2983.500000,-154.400000,2306.700000,-4.800000,1.500000,0.200000,375.338740,375.340992,379.711009,379.711061,4.804165,5.032892,300-400,351-500
SITE1_P12,P12,SITE1,map,B,3,9,P12_race_map_B_9.csv,37,38,39,15:47:39.786,15:47:39.786,15:47:42.737,-2983.600000,-154.500000,2306.600000,-2999.000000,-156.000000,1931.000000,-3001.900000,-154.200000,1933.100000,-2.900000,1.800000,2.100000,375.915576,375.918568,373.948045,373.948165,3.580503,4.007493,300-400,351-500
SITE1_P12,P12,SITE1,map,C,3,10,P12_race_map_C_10.csv,4,5,6,15:48:34.220,15:48:34.220,15:48:39.745,-2003.200000,-141.900000,179.600000,-2299.700000,-147.700000,56.800000,-2297.900000,-146.100000,58.600000,1.800000,1.600000,1.800000,320.923807,320.976214,318.573524,318.601208,2.545584,3.006659,300-400,200-350
SITE1_P12,P12,SITE1,map,C,3,10,P12_race_map_C_10.csv,8,9,10,15:48:43.287,15:48:43.287,15:48:46.392,-2297.800000,-146.300000,58.600000,-2303.900000,-147.000000,-387.200000,-2302.600000,-145.400000,-387.900000,1.300000,1.600000,-0.700000,445.841732,445.842282,446.525800,446.526707,1.476482,2.177154,400-500,351-500
SITE1_P12,P12,SITE1,map,C,3,10,P12_race_map_C_10.csv,12,13,14,15:48:50.746,15:48:50.746,15:48:56.790,-2302.600000,-145.500000,-387.900000,-1943.900000,-143.600000,-367.100000,-1943.900000,-142.000000,-367.600000,0.000000,1.600000,-0.500000,359.302561,359.307584,359.273962,359.291010,0.500000,1.676305,300-400,351-500
SITE1_P12,P12,SITE1,map,C,3,10,P12_race_map_C_10.csv,16,17,18,15:48:59.828,15:48:59.828,15:49:02.132,-1943.800000,-142.100000,-367.700000,-2025.000000,-148.600000,-798.000000,-2024.300000,-146.900000,-800.800000,0.700000,1.700000,-2.800000,437.894428,437.942667,440.517718,440.543868,2.886174,3.349627,400-500,351-500
SITE1_P12,P12,SITE1,map,C,3,10,P12_race_map_C_10.csv,20,21,22,15:49:06.841,15:49:06.841,15:49:08.766,-2024.300000,-147.000000,-800.800000,-1819.400000,-140.800000,-1190.000000,-1821.200000,-139.300000,-1191.500000,-1.800000,1.500000,-1.500000,439.841619,439.885315,440.336349,440.403667,2.343075,2.782086,400-500,351-500
SITE1_P12,P12,SITE1,map,C,3,10,P12_race_map_C_10.csv,24,25,26,15:49:13.830,15:49:13.830,15:49:15.611,-1821.300000,-139.400000,-1191.600000,-1375.200000,-127.000000,-1014.300000,-1375.400000,-125.400000,-1016.500000,-0.200000,1.600000,-2.200000,480.042186,480.202312,479.047826,479.252355,2.209072,2.727636,400-500,351-500
SITE1_P12,P12,SITE1,tsunami,A,2,5,P12_race_tsunami_A_5.csv,4,5,6,15:33:10.010,15:33:10.011,15:33:11.749,1364.500000,-136.900000,-2182.200000,1036.100000,-125.400000,-1926.600000,1040.300000,-123.800000,-1930.100000,4.200000,1.600000,-3.500000,416.146513,416.305381,410.682420,410.891299,5.467175,5.696490,400-500,351-500
SITE1_P12,P12,SITE1,tsunami,A,2,5,P12_race_tsunami_A_5.csv,18,19,20,15:33:31.412,15:33:31.412,15:33:33.994,432.000000,-121.500000,-2170.800000,193.000000,-120.500000,-2075.600000,196.200000,-118.800000,-2077.100000,3.200000,1.700000,-1.500000,257.262590,257.264533,253.734763,253.749128,3.534119,3.921734,200-300,200-350
SITE1_P12,P12,SITE1,tsunami,B,2,6,P12_race_tsunami_B_6.csv,4,5,6,15:34:27.644,15:34:27.644,15:34:29.043,-1587.600000,-148.100000,1834.200000,-1824.000000,-155.900000,2254.000000,-1821.600000,-154.400000,2255.300000,2.400000,1.500000,1.300000,481.785222,481.848358,481.748077,481.789269,2.729469,3.114482,400-500,351-500
SITE1_P12,P12,SITE1,tsunami,B,2,6,P12_race_tsunami_B_6.csv,16,17,18,15:34:46.514,15:34:46.514,15:34:48.651,-2183.800000,-155.100000,1972.300000,-2489.500000,-157.100000,2081.700000,-2495.300000,-155.500000,2086.600000,-5.800000,1.600000,4.900000,324.685771,324.691931,331.808288,331.808529,7.592760,7.759510,300-400,200-350
SITE1_P12,P12,SITE1,tsunami,C,2,7,P12_race_tsunami_C_7.csv,28,29,30,15:36:02.798,15:36:02.798,15:36:04.593,-1940.600000,-141.800000,-366.400000,-2025.000000,-148.600000,-798.000000,-2028.600000,-147.000000,-798.900000,-3.600000,1.600000,-0.900000,439.774851,439.827421,441.361813,441.392444,3.710795,4.041039,400-500,351-500
SITE1_P12,P12,SITE1,tsunami,C,2,7,P12_race_tsunami_C_7.csv,35,36,37,15:36:11.340,15:36:11.340,15:36:13.013,-2019.600000,-146.000000,-829.200000,-1819.400000,-140.800000,-1190.000000,-1820.500000,-139.100000,-1183.600000,-1.100000,1.700000,6.400000,412.621715,412.654480,406.497442,406.555999,6.493843,6.712675,400-500,351-500
SITE1_P13,P13,SITE1,map,A,1,1,P13_race_map_A_1.csv,4,5,6,16:49:24.637,16:49:24.637,16:49:31.817,1364.400000,-137.000000,-2182.400000,1036.100000,-125.400000,-1926.600000,1038.200000,-123.800000,-1928.200000,2.100000,1.600000,-1.600000,416.190497,416.352123,413.550577,413.761187,2.640076,3.087070,400-500,351-500
SITE1_P13,P13,SITE1,map,A,1,1,P13_race_map_A_1.csv,8,9,10,16:49:37.338,16:49:37.338,16:49:43.473,1038.300000,-123.900000,-1928.300000,660.800000,-122.800000,-2101.300000,659.000000,-121.200000,-2098.900000,-1.800000,1.600000,2.400000,415.253236,415.254693,415.900048,415.908812,3.000000,3.400000,400-500,351-500
SITE1_P13,P13,SITE1,map,A,1,1,P13_race_map_A_1.csv,12,13,14,16:49:50.414,16:49:50.414,16:49:56.824,659.100000,-121.200000,-2099.000000,193.000000,-120.500000,-2075.600000,195.500000,-118.800000,-2076.700000,2.500000,1.700000,-1.100000,466.687015,466.687540,464.136025,464.142230,2.731300,3.217142,400-500,351-500
SITE1_P13,P13,SITE1,map,A,1,1,P13_race_map_A_1.csv,16,17,18,16:50:01.070,16:50:01.070,16:50:05.349,195.500000,-118.900000,-2076.700000,207.800000,-130.500000,-1742.200000,206.700000,-128.900000,-1740.100000,-1.100000,1.600000,2.100000,334.726067,334.927007,336.786282,336.934712,2.370654,2.860070,300-400,200-350
SITE1_P13,P13,SITE1,map,A,1,1,P13_race_map_A_1.csv,20,21,22,16:50:10.035,16:50:10.035,16:50:16.192,206.800000,-129.000000,-1740.300000,-221.000000,-110.700000,-1770.000000,-216.800000,-109.200000,-1771.600000,4.200000,1.500000,-1.600000,428.829721,429.220014,424.754812,425.216051,4.494441,4.738143,400-500,351-500
SITE1_P13,P13,SITE1,map,A,1,1,P13_race_map_A_1.csv,24,25,26,16:50:20.726,16:50:20.726,16:50:26.933,-216.900000,-109.200000,-1771.700000,-640.700000,-108.700000,-1512.100000,-640.500000,-107.000000,-1513.400000,0.200000,1.700000,-1.300000,496.989537,496.989789,496.140958,496.145835,1.315295,2.149419,400-500,351-500
SITE1_P13,P13,SITE1,map,B,1,2,P13_race_map_B_2.csv,4,5,6,16:50:54.480,16:50:54.481,16:51:01.954,-1587.400000,-148.200000,1834.200000,-1824.000000,-155.900000,2254.000000,-1823.000000,-154.300000,2251.900000,1.000000,1.600000,-2.100000,481.883388,481.944903,479.562978,479.601772,2.325941,2.823119,400-500,351-500
SITE1_P13,P13,SITE1,map,B,1,2,P13_race_map_B_2.csv,8,9,10,16:51:07.188,16:51:07.188,16:51:12.138,-1823.000000,-154.400000,2251.800000,-2183.500000,-156.800000,1969.600000,-2181.800000,-155.100000,1971.000000,1.700000,1.700000,1.400000,457.817748,457.824038,455.616154,455.616692,2.202272,2.782086,400-500,351-500
SITE1_P13,P13,SITE1,map,B,1,2,P13_race_map_B_2.csv,12,13,14,16:51:16.271,16:51:16.271,16:51:22.857,-2181.700000,-155.100000,1971.000000,-2489.500000,-157.100000,2081.700000,-2488.000000,-155.500000,2080.100000,1.500000,1.600000,-1.600000,327.101406,327.107521,325.149965,325.150211,2.193171,2.714774,300-400,200-350
SITE1_P13,P13,SITE1,map,B,1,2,P13_race_map_B_2.csv,16,17,18,16:51:25.799,16:51:25.799,16:51:30.148,-2488.000000,-155.500000,2080.000000,-2630.000000,-156.100000,2448.000000,-2628.500000,-154.500000,2445.200000,1.500000,1.600000,-2.800000,394.446448,394.446904,391.294378,391.295655,3.176476,3.556684,300-400,351-500
SITE1_P13,P13,SITE1,map,B,1,2,P13_race_map_B_2.csv,20,21,22,16:51:35.164,16:51:35.164,16:51:39.995,-2628.500000,-154.500000,2445.200000,-2978.700000,-155.900000,2306.500000,-2976.600000,-154.200000,2306.200000,2.100000,1.700000,-0.300000,376.666603,376.669205,374.826106,374.826226,2.121320,2.718455,300-400,351-500
SITE1_P13,P13,SITE1,map,C,1,3,P13_race_map_C_3.csv,4,5,6,16:52:20.505,16:52:20.506,16:52:24.097,-2003.300000,-141.900000,179.600000,-2299.700000,-147.700000,56.800000,-2302.400000,-146.100000,60.500000,-2.700000,1.600000,3.700000,320.831420,320.883842,321.940398,321.967793,4.580393,4.851804,300-400,200-350
SITE1_P13,P13,SITE1,map,C,1,3,P13_race_map_C_3.csv,8,9,10,16:52:30.313,16:52:30.313,16:52:32.338,-2302.400000,-146.100000,60.500000,-2303.900000,-147.000000,-387.200000,-2303.300000,-145.300000,-385.600000,0.600000,1.700000,1.600000,447.702513,447.703417,446.100908,446.101625,1.708801,2.410394,400-500,351-500
SITE1_P13,P13,SITE1,map,C,1,3,P13_race_map_C_3.csv,12,13,14,16:52:39.389,16:52:39.390,16:52:45.864,-2303.400000,-145.400000,-385.600000,-1943.900000,-143.600000,-367.100000,-1946.800000,-142.100000,-367.900000,-2.900000,1.500000,-0.800000,359.975694,359.980194,357.039003,357.054254,3.008322,3.361547,300-400,351-500
SITE1_P13,P13,SITE1,map,C,1,3,P13_race_map_C_3.csv,16,17,18,16:52:50.784,16:52:50.785,16:52:52.537,-1946.600000,-142.200000,-368.200000,-2025.000000,-148.600000,-798.000000,-2021.700000,-147.000000,-794.900000,3.300000,1.600000,3.100000,436.891977,436.938852,433.258468,433.285056,4.527693,4.802083,400-500,351-500
SITE1_P13,P13,SITE1,map,C,1,3,P13_race_map_C_3.csv,26,27,28,16:53:11.214,16:53:11.214,16:53:12.953,-1817.700000,-139.100000,-1190.300000,-1375.200000,-127.000000,-1014.300000,-1376.800000,-125.400000,-1015.700000,-1.600000,1.600000,-1.400000,476.216600,476.370297,474.213001,474.410856,2.126029,2.660827,400-500,351-500
SITE1_P13,P13,SITE1,tsunami,C,3,9,P13_race_tsunami_C_9.csv,14,15,16,17:11:21.376,17:11:21.377,17:11:26.280,-2299.300000,-146.100000,58.300000,-2303.900000,-147.000000,-387.200000,-2311.500000,-145.300000,-385.800000,-7.600000,1.700000,1.400000,445.523748,445.524657,444.267543,444.268264,7.727872,7.912648,400-500,351-500
SITE1_P13,P13,SITE1,tsunami,C,3,9,P13_race_tsunami_C_9.csv,32,33,34,17:11:51.696,17:11:51.696,17:11:55.077,-2027.200000,-146.800000,-802.900000,-1819.400000,-140.800000,-1190.000000,-1816.600000,-138.900000,-1192.500000,2.800000,1.900000,-2.500000,439.348666,439.389633,442.877545,442.947999,3.753665,4.207137,400-500,351-500
SITE1_P14,P14,SITE1,map,A,1,3,P14_race_map_A_3.csv,18,19,20,11:28:21.658,11:28:21.658,11:28:25.836,656.600000,-121.200000,-2097.100000,193.000000,-120.500000,-2075.600000,195.200000,-118.900000,-2076.000000,2.200000,1.600000,-0.400000,464.098276,464.098804,461.882204,461.887930,2.236068,2.749545,400-500,351-500
SITE1_P14,P14,SITE1,map,A,1,3,P14_race_map_A_3.csv,22,23,24,11:28:28.226,11:28:28.227,11:28:32.875,195.300000,-118.900000,-2076.000000,207.800000,-130.500000,-1742.200000,209.200000,-128.900000,-1743.500000,1.400000,1.600000,-1.300000,334.033965,334.235321,332.790415,332.940625,1.910497,2.491987,300-400,200-350
SITE1_P14,P14,SITE1,map,A,1,3,P14_race_map_A_3.csv,26,27,28,11:28:35.536,11:28:35.537,11:28:38.104,209.100000,-128.900000,-1743.500000,-221.000000,-110.700000,-1770.000000,-223.700000,-109.000000,-1770.000000,-2.700000,1.700000,0.000000,430.915607,431.299780,433.610528,434.066930,2.700000,3.190611,400-500,351-500
SITE1_P14,P14,SITE1,map,A,1,3,P14_race_map_A_3.csv,31,32,33,11:28:42.401,11:28:42.401,11:28:47.662,-231.000000,-108.900000,-1766.500000,-640.700000,-108.700000,-1512.100000,-640.300000,-107.100000,-1511.900000,0.400000,1.600000,0.200000,482.258696,482.258738,482.024533,482.027893,0.447214,1.661325,400-500,351-500
SITE1_P14,P14,SITE1,map,B,1,1,P14_race_map_B_1.csv,4,5,6,11:25:22.888,11:25:22.888,11:25:30.509,-1587.700000,-148.200000,1834.200000,-1824.000000,-155.900000,2254.000000,-1826.300000,-154.300000,2256.300000,-2.300000,1.600000,2.300000,481.736162,481.797696,484.869436,484.907806,3.252691,3.624914,400-500,351-500
SITE1_P14,P14,SITE1,map,B,1,1,P14_race_map_B_1.csv,14,15,16,11:25:46.474,11:25:46.474,11:25:52.835,-2134.400000,-152.600000,2245.400000,-2183.500000,-156.800000,1969.600000,-2183.000000,-155.100000,1967.300000,0.500000,1.700000,-2.300000,280.136485,280.167967,282.314665,282.325734,2.353720,2.903446,200-300,200-350
SITE1_P14,P14,SITE1,map,B,1,1,P14_race_map_B_1.csv,18,19,20,11:25:56.193,11:25:56.193,11:26:01.561,-2183.200000,-155.200000,1967.200000,-2489.500000,-157.100000,2081.700000,-2490.300000,-155.500000,2080.200000,-0.800000,1.600000,-1.500000,327.001437,327.006957,327.229904,327.230041,1.700000,2.334524,300-400,200-350
SITE1_P14,P14,SITE1,map,B,1,1,P14_race_map_B_1.csv,22,23,24,11:26:05.205,11:26:05.205,11:26:11.794,-2490.300000,-155.500000,2080.200000,-2630.000000,-156.100000,2448.000000,-2631.500000,-154.500000,2448.900000,-1.500000,1.600000,0.900000,393.437327,393.437784,394.812778,394.814045,1.749286,2.370654,300-400,351-500
SITE1_P14,P14,SITE1,map,B,1,1,P14_race_map_B_1.csv,26,27,28,11:26:15.686,11:26:15.686,11:26:19.951,-2631.500000,-154.600000,2448.700000,-2978.700000,-155.900000,2306.500000,-2976.600000,-154.200000,2305.700000,2.100000,1.700000,-0.800000,375.191524,375.193777,373.554561,373.554775,2.247221,2.817801,300-400,351-500
SITE1_P14,P14,SITE1,map,B,1,1,P14_race_map_B_1.csv,30,31,32,11:26:23.233,11:26:23.233,11:26:27.405,-2976.500000,-154.300000,2305.600000,-2999.000000,-156.000000,1931.000000,-2997.800000,-154.400000,1930.300000,1.200000,1.600000,-0.700000,375.275112,375.278963,375.903950,375.903964,1.389244,2.118962,300-400,351-500
SITE1_P14,P14,SITE1,map,C,1,2,P14_race_map_C_2.csv,4,5,6,11:26:56.900,11:26:56.900,11:27:00.317,-2003.300000,-141.900000,179.500000,-2299.700000,-147.700000,56.800000,-2302.300000,-146.000000,54.800000,-2.600000,1.700000,-2.000000,320.793158,320.845586,323.961556,323.987500,3.280244,3.694591,300-400,200-350
SITE1_P14,P14,SITE1,map,C,1,2,P14_race_map_C_2.csv,8,9,10,11:27:03.717,11:27:03.717,11:27:08.834,-2302.400000,-146.100000,54.600000,-2303.900000,-147.000000,-387.200000,-2305.000000,-145.300000,-385.700000,-1.100000,1.700000,1.500000,441.802546,441.803463,440.307677,440.308403,1.860108,2.519921,400-500,351-500
SITE1_P14,P14,SITE1,map,C,1,2,P14_race_map_C_2.csv,12,13,14,11:27:12.084,11:27:12.084,11:27:16.200,-2304.900000,-145.400000,-385.700000,-1943.900000,-143.600000,-367.100000,-1943.300000,-142.000000,-368.500000,0.600000,1.600000,-1.400000,361.478851,361.483333,362.008840,362.024806,1.523155,2.209072,300-400,351-500
SITE1_P14,P14,SITE1,map,C,1,2,P14_race_map_C_2.csv,16,17,18,11:27:18.842,11:27:18.842,11:27:21.633,-1943.400000,-142.100000,-368.600000,-2025.000000,-148.600000,-798.000000,-2029.600000,-147.100000,-794.400000,-4.600000,1.500000,3.600000,437.084568,437.132897,434.437660,434.466431,5.841233,6.030755,400-500,351-500
SITE1_P14,P14,SITE1,map,C,1,2,P14_race_map_C_2.csv,20,21,22,11:27:23.895,11:27:23.895,11:27:28.456,-2029.600000,-147.200000,-794.400000,-1819.400000,-140.800000,-1190.000000,-1819.100000,-139.100000,-1186.000000,0.300000,1.700000,4.000000,447.977008,448.022723,444.590609,444.664390,4.011234,4.356604,400-500,351-500
SITE1_P14,P14,SITE1,map,C,1,2,P14_race_map_C_2.csv,24,25,26,11:27:31.668,11:27:31.668,11:27:37.547,-1819.100000,-139.100000,-1185.900000,-1375.200000,-127.000000,-1014.300000,-1376.600000,-125.400000,-1014.500000,-1.400000,1.600000,-0.200000,475.913616,476.067411,474.535784,474.733504,1.414214,2.135416,400-500,351-500
SITE1_P14,P14,SITE1,tsunami,A,3,9,P14_race_tsunami_A_9.csv,32,33,34,11:53:46.142,11:53:46.142,11:53:48.775,193.600000,-119.000000,-2073.300000,207.800000,-130.500000,-1742.200000,205.000000,-128.800000,-1744.000000,-2.800000,1.700000,-1.800000,331.404360,331.603830,329.497269,329.642974,3.328663,3.737646,300-400,200-350
SITE1_P14,P14,SITE1,tsunami,C,3,11,P14_race_tsunami_C_11.csv,35,36,37,11:56:13.397,11:56:13.397,11:56:14.470,-2003.800000,-144.900000,-847.100000,-1819.400000,-140.800000,-1190.000000,-1822.400000,-139.100000,-1184.400000,-3.000000,1.700000,5.600000,389.337604,389.359191,382.984660,383.028576,6.352952,6.576473,300-400,351-500
SITE1_P15,P15,SITE1,map,A,1,2,P15_race_map_A_2.csv,4,5,6,17:52:13.075,17:52:13.075,17:52:18.978,1364.400000,-136.900000,-2182.300000,1036.100000,-125.400000,-1926.600000,1036.700000,-123.900000,-1929.400000,0.600000,1.500000,-2.800000,416.129042,416.287917,413.939247,414.143333,2.863564,3.232646,400-500,351-500
SITE1_P15,P15,SITE1,map,A,1,2,P15_race_map_A_2.csv,8,9,10,17:52:29.274,17:52:29.274,17:52:34.548,1036.600000,-123.900000,-1929.500000,660.800000,-122.800000,-2101.300000,663.600000,-121.200000,-2100.500000,2.800000,1.600000,0.800000,413.208035,413.209499,410.329136,410.338019,2.912044,3.322650,400-500,351-500
SITE1_P15,P15,SITE1,map,A,1,2,P15_race_map_A_2.csv,12,13,14,17:52:44.791,17:52:44.791,17:52:47.107,663.600000,-121.300000,-2100.400000,193.000000,-120.500000,-2075.600000,197.700000,-119.200000,-2072.400000,4.700000,1.300000,3.200000,471.253011,471.253690,466.740624,466.745348,5.685948,5.832667,400-500,351-500
SITE1_P15,P15,SITE1,map,A,1,2,P15_race_map_A_2.csv,16,17,18,17:52:56.063,17:52:56.063,17:53:02.926,197.700000,-119.200000,-2072.300000,207.800000,-130.500000,-1742.200000,208.600000,-129.000000,-1743.200000,0.800000,1.500000,-1.000000,330.254478,330.447742,329.280458,329.426259,1.280625,1.972308,300-400,200-350
SITE1_P15,P15,SITE1,map,A,1,2,P15_race_map_A_2.csv,20,21,22,17:53:12.050,17:53:12.050,17:53:20.055,208.600000,-129.000000,-1743.100000,-221.000000,-110.700000,-1770.000000,-219.500000,-109.300000,-1769.400000,1.500000,1.400000,0.600000,430.441367,430.830199,428.907099,429.359278,1.615549,2.137756,400-500,351-500
SITE1_P15,P15,SITE1,map,A,1,2,P15_race_map_A_2.csv,24,25,26,17:53:29.258,17:53:29.260,17:53:36.668,-219.400000,-109.300000,-1769.400000,-640.700000,-108.700000,-1512.100000,-638.900000,-107.200000,-1512.100000,1.800000,1.500000,0.000000,493.656743,493.657108,492.121469,492.125949,1.800000,2.343075,400-500,351-500
SITE1_P15,P15,SITE1,map,B,1,3,P15_race_map_B_3.csv,4,5,6,17:54:02.095,17:54:02.095,17:54:09.429,-1587.500000,-148.200000,1834.200000,-1824.000000,-155.900000,2254.000000,-1821.300000,-154.500000,2252.700000,2.700000,1.400000,-1.300000,481.834297,481.895819,479.379484,479.420880,2.996665,3.307567,400-500,351-500
SITE1_P15,P15,SITE1,map,B,1,3,P15_race_map_B_3.csv,8,9,10,17:54:19.220,17:54:19.220,17:54:21.688,-1821.300000,-154.500000,2252.600000,-2183.500000,-156.800000,1969.600000,-2185.200000,-155.200000,1972.000000,-1.700000,1.600000,2.400000,459.649693,459.655447,459.521022,459.521556,2.941088,3.348134,400-500,351-500
SITE1_P15,P15,SITE1,map,B,1,3,P15_race_map_B_3.csv,12,13,14,17:54:29.151,17:54:29.152,17:54:31.137,-2185.200000,-155.300000,1972.000000,-2489.500000,-157.100000,2081.700000,-2487.800000,-155.500000,2082.600000,1.700000,1.600000,0.900000,323.469597,323.474605,322.178708,322.178770,1.923538,2.501999,300-400,200-350
SITE1_P15,P15,SITE1,map,B,1,3,P15_race_map_B_3.csv,16,17,18,17:54:38.446,17:54:38.446,17:54:40.458,-2487.700000,-155.600000,2082.600000,-2630.000000,-156.100000,2448.000000,-2628.400000,-154.600000,2443.000000,1.600000,1.500000,-5.000000,392.130654,392.130973,386.891005,386.892298,5.249762,5.459853,300-400,351-500
SITE1_P15,P15,SITE1,map,B,1,3,P15_race_map_B_3.csv,20,21,22,17:54:47.330,17:54:47.330,17:54:51.566,-2628.600000,-154.600000,2442.900000,-2978.700000,-155.900000,2306.500000,-2977.400000,-154.300000,2306.400000,1.300000,1.600000,-0.100000,375.732578,375.734827,374.557993,374.558113,1.303840,2.063977,300-400,351-500
SITE1_P15,P15,SITE1,map,B,1,3,P15_race_map_B_3.csv,24,25,26,17:55:02.875,17:55:02.875,17:55:06.212,-2977.300000,-154.400000,2306.300000,-2999.000000,-156.000000,1931.000000,-3003.800000,-154.300000,1931.700000,-4.800000,1.700000,0.700000,375.926828,375.930233,375.536163,375.536177,4.850773,5.140039,300-400,351-500
SITE1_P15,P15,SITE1,map,C,1,1,P15_race_map_C_1.csv,5,6,7,17:50:00.485,17:50:00.485,17:50:14.351,-2003.300000,-141.800000,179.500000,-2299.700000,-147.700000,56.800000,-2299.100000,-146.100000,58.800000,0.600000,1.600000,2.000000,320.793158,320.847409,319.477902,319.506839,2.088061,2.630589,300-400,200-350
SITE1_P15,P15,SITE1,map,C,1,1,P15_race_map_C_1.csv,9,10,11,17:50:29.523,17:50:29.525,17:50:31.783,-2299.100000,-146.200000,58.800000,-2303.900000,-147.000000,-387.200000,-2303.900000,-145.400000,-382.500000,0.000000,1.600000,4.700000,446.025829,446.026546,441.326104,441.326829,4.700000,4.964877,400-500,351-500
SITE1_P15,P15,SITE1,map,C,1,1,P15_race_map_C_1.csv,13,14,15,17:50:43.333,17:50:43.335,17:50:44.955,-2303.800000,-145.400000,-382.600000,-1943.900000,-143.600000,-367.100000,-1947.300000,-142.200000,-366.000000,-3.400000,1.400000,1.100000,360.233619,360.238116,356.886270,356.900616,3.573514,3.837968,300-400,351-500
SITE1_P15,P15,SITE1,map,C,1,1,P15_race_map_C_1.csv,17,18,19,17:50:54.045,17:50:54.047,17:50:56.549,-1947.200000,-142.200000,-366.100000,-2025.000000,-148.600000,-798.000000,-2023.800000,-147.100000,-795.700000,1.200000,1.500000,2.300000,438.851285,438.897949,436.375664,436.403174,2.594224,2.996665,400-500,351-500
SITE1_P15,P15,SITE1,map,C,1,1,P15_race_map_C_1.csv,21,22,23,17:51:09.721,17:51:09.721,17:51:13.187,-2023.900000,-147.100000,-795.600000,-1819.400000,-140.800000,-1190.000000,-1824.000000,-139.400000,-1189.800000,-4.600000,1.400000,0.200000,444.265247,444.309914,441.988292,442.055359,4.604346,4.812484,400-500,351-500
